id,event_id,event_type,event_dt,va_engine_id,va_type,device_id,full_image_url,cropped_image_url,bbox_x1,bbox_y1,bbox_x2,bbox_y2
21,0de7f655-bcde-4c71-880c-cd324b07e227,FACE_ATTRIBUTE,2022-03-24 19:08:00,1,FR,cam12,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
22,68b2c733-3ec6-4333-a61a-5f7ce0eece9c,FACE_ATTRIBUTE,2022-03-24 19:10:00,1,FR,cam13,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
23,b10184e2-f79c-4eda-a793-f3811df7be35,FACE_ATTRIBUTE,2022-03-24 19:12:00,1,FR,cam16,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
24,28e62ba3-fe22-48b4-892d-8fdf09a43693,FACE_ATTRIBUTE,2022-03-24 19:14:00,1,FR,cam17,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
25,e0a6e991-298a-4e56-8b03-bd425ce86c98,FACE_ATTRIBUTE,2022-03-24 19:16:00,1,FR,cam18,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
26,9fff5f66-8666-4d66-83b9-4d37e3241509,FACE_ATTRIBUTE,2022-03-24 19:18:00,1,FR,cam19,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
27,b8bb173e-94fa-4a91-8185-16e03b308e07,FACE_ATTRIBUTE,2022-03-24 19:00:00,1,FR,cam14,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
28,2d6468e8-47e6-4132-8618-73788ade1e0d,FACE_ATTRIBUTE,2022-03-24 19:02:00,1,FR,cam10,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
29,c0c0379f-cf4a-4494-b0ed-c24b5b29a24d,FACE_ATTRIBUTE,2022-03-24 19:04:00,1,FR,cam11,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
30,f4a3c745-9b8a-48dc-bfd4-2b19ff986fe2,FACE_ATTRIBUTE,2022-03-24 19:06:00,1,FR,cam12,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
31,f7515cdf-8160-4960-b79a-80d864cd2ee1,FACE_ATTRIBUTE,2022-03-24 19:08:00,1,FR,cam5,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
32,de2d56cf-0b1c-4e2f-a568-7c9d888395ff,FACE_ATTRIBUTE,2022-03-24 19:10:00,1,FR,cam6,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
33,9ed0d622-6b82-4d81-819f-442d59b1811d,FACE_ATTRIBUTE,2022-03-24 19:12:00,1,FR,cam7,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
34,da8b47e1-2462-4eca-8563-54a55559e58b,FACE_ATTRIBUTE,2022-03-24 19:14:00,1,FR,cam8,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
35,c6e8d9f3-c93e-4e2f-b1c9-385a417cbb5a,FACE_ATTRIBUTE,2022-03-24 19:16:00,1,FR,cam9,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
36,90ed7f92-b12a-4cb1-bac7-c46e246227ac,FACE_ATTRIBUTE,2022-03-24 19:30:00,1,FR,cam24,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
37,07a0cbb1-a365-46c4-9b01-49f131ff14b5,FACE_ATTRIBUTE,2022-03-24 19:32:00,1,FR,cam8,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
38,034ab35e-7b29-43d5-beac-faa0062d616a,FACE_ATTRIBUTE,2022-03-24 19:34:00,1,FR,cam12,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
39,30f83f24-b9b0-4f2b-b752-ca2fcbed134e,FACE_ATTRIBUTE,2022-03-24 19:37:00,1,FR,cam7,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
40,04fa508e-06f1-49c9-960c-8791b0a65e9a,FACE_ATTRIBUTE,2022-03-24 19:41:00,1,FR,cam20,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
41,c45f1e59-14e6-465a-b573-916ea1adc6d3,FACE_ATTRIBUTE,2022-03-24 19:46:00,1,FR,cam16,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
42,de512585-95ba-448d-921d-91f0b83c3de6,FACE_ATTRIBUTE,2022-03-24 19:52:00,1,FR,cam17,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,2022/10/05/1/full/bb4fa0a0-63fc-47bc-bb3a-9e1eb34abaca,1009,0,1129,104
