id,event_id,event_type,event_dt,va_provider_name,va_engine_code,va_type_code,device_id,vehicle_make,vehicle_make_cfd,vehicle_model,vehicle_model_cfd,vehicle_colour,vehicle_colour_cfd,vehicle_class,vehicle_class_cfd,vehicle_angle,vehicle_angle_cfd,plate_number,plate_number_cfd,plate_colour,plate_colour_cfd,plate_colour_scheme,plate_vehicle_class,full_image_url,cropped_image_url,bbox_x1,bbox_y1,bbox_x2,bbox_y2,vap_object_id
610,8eea0d41-6815-4f8a-8130-27d549f65bf6,VEHICLE_ATTRIBUTE,2023-01-01 11:00:12,Sensetime,senseunity,VEHICLE,2cd940e3-730f-c6b3-27c5-3e2f1ad9cfd7,Tesla,0.9003789,model S,0.9700925,white,0.9249749,ST_CAR,0.96016735,ST_FRONT,0.9445836,SKQ6867G,0.90196985,,0,,,/2023/1/1/senseunity/full/8eea0d41-6815-4f8a-8130-27d549f65bf6,/2023/1/1/senseunity/cropped/8eea0d41-6815-4f8a-8130-27d549f65bf6,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
611,d7933b23-35aa-48eb-8b5e-9d1e820a64df,VEHICLE_ATTRIBUTE,2023-01-01 11:00:15,Sensetime,senseunity,VEHICLE,6a60ee81-b37e-17cd-f4b4-504b02340c1a,Tesla,0.9319025,model S,0.9160784,white,0.98008204,ST_CAR,0.91249985,ST_FRONT,0.9608092,SKQ6867G,0.9454693,,0,,,/2023/1/1/senseunity/full/d7933b23-35aa-48eb-8b5e-9d1e820a64df,/2023/1/1/senseunity/cropped/d7933b23-35aa-48eb-8b5e-9d1e820a64df,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
612,729800fd-41a0-4c87-b16b-e8669a25250c,VEHICLE_ATTRIBUTE,2023-01-02 09:00:00,Sensetime,senseunity,VEHICLE,6a60ee81-b37e-17cd-f4b4-504b02340c1a,Tesla,0.9800078,model S,0.9771907,white,0.9624829,ST_CAR,0.92407703,ST_FRONT,0.95806056,SKQ6867G,0.97350705,,0,,,/2023/1/2/senseunity/full/729800fd-41a0-4c87-b16b-e8669a25250c,/2023/1/2/senseunity/cropped/729800fd-41a0-4c87-b16b-e8669a25250c,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
613,541efd77-8068-41df-bb31-c5d3246773a3,VEHICLE_ATTRIBUTE,2023-01-02 09:00:03,Sensetime,senseunity,VEHICLE,2cd940e3-730f-c6b3-27c5-3e2f1ad9cfd7,Tesla,0.9508005,model S,0.9590103,white,0.97561,ST_CAR,0.9139601,ST_FRONT,0.9330591,SKQ6867G,0.93238384,,0,,,/2023/1/2/senseunity/full/541efd77-8068-41df-bb31-c5d3246773a3,/2023/1/2/senseunity/cropped/541efd77-8068-41df-bb31-c5d3246773a3,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
614,b3d8179f-cca0-4bea-8943-62b888e1e96d,VEHICLE_ATTRIBUTE,2023-01-02 09:00:06,Sensetime,senseunity,VEHICLE,6b1c9e96-db06-9a6e-ca3d-b7b5d6d7f4b7,Tesla,0.9837076,model S,0.93261415,white,0.95498925,ST_CAR,0.9771565,ST_FRONT,0.9589417,SKQ6867G,0.9617502,,0,,,/2023/1/2/senseunity/full/b3d8179f-cca0-4bea-8943-62b888e1e96d,/2023/1/2/senseunity/cropped/b3d8179f-cca0-4bea-8943-62b888e1e96d,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
615,a94a49c9-65bc-4754-bb8c-3233910277c2,VEHICLE_ATTRIBUTE,2023-01-02 09:00:09,Sensetime,senseunity,VEHICLE,0593b913-3141-a93a-73b6-0c937a85f749,Tesla,0.9209563,model S,0.9214277,white,0.99606174,ST_CAR,0.9517275,ST_FRONT,0.9314077,SKQ6867G,0.9977549,,0,,,/2023/1/2/senseunity/full/a94a49c9-65bc-4754-bb8c-3233910277c2,/2023/1/2/senseunity/cropped/a94a49c9-65bc-4754-bb8c-3233910277c2,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
616,e6452484-c6af-4789-bcbb-f066294659ad,VEHICLE_ATTRIBUTE,2023-01-02 09:00:12,Sensetime,senseunity,VEHICLE,d28bce6a-3c38-330c-3c6c-51e217bd9392,Tesla,0.9306267,model S,0.9225387,white,0.9083331,ST_CAR,0.90231746,ST_FRONT,0.92571765,SKQ6867G,0.93418,,0,,,/2023/1/2/senseunity/full/e6452484-c6af-4789-bcbb-f066294659ad,/2023/1/2/senseunity/cropped/e6452484-c6af-4789-bcbb-f066294659ad,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
617,895af06b-1aa7-417e-9506-e92283641364,VEHICLE_ATTRIBUTE,2023-01-02 09:00:15,Sensetime,senseunity,VEHICLE,8b697513-7450-e694-47b1-6d12fa86d503,Tesla,0.96622175,model S,0.93500817,white,0.90021557,ST_CAR,0.9209791,ST_FRONT,0.9438208,SKQ6867G,0.98985434,,0,,,/2023/1/2/senseunity/full/895af06b-1aa7-417e-9506-e92283641364,/2023/1/2/senseunity/cropped/895af06b-1aa7-417e-9506-e92283641364,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
618,bfa204e2-3a89-448e-932d-31925f98813d,VEHICLE_ATTRIBUTE,2023-01-02 11:00:00,Sensetime,senseunity,VEHICLE,8b697513-7450-e694-47b1-6d12fa86d503,Tesla,0.90019184,model S,0.94014,white,0.9136547,ST_CAR,0.9304101,ST_FRONT,0.9370611,SKQ6867G,0.98182094,,0,,,/2023/1/2/senseunity/full/bfa204e2-3a89-448e-932d-31925f98813d,/2023/1/2/senseunity/cropped/bfa204e2-3a89-448e-932d-31925f98813d,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
619,067ef9a1-feeb-4c8f-8407-0d2d90b0cc96,VEHICLE_ATTRIBUTE,2023-01-02 11:00:03,Sensetime,senseunity,VEHICLE,d28bce6a-3c38-330c-3c6c-51e217bd9392,Tesla,0.9683783,model S,0.9722966,white,0.95533556,ST_CAR,0.9635098,ST_FRONT,0.9904593,SKQ6867G,0.91627085,,0,,,/2023/1/2/senseunity/full/067ef9a1-feeb-4c8f-8407-0d2d90b0cc96,/2023/1/2/senseunity/cropped/067ef9a1-feeb-4c8f-8407-0d2d90b0cc96,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
620,535c7a13-8250-4c95-b832-90f7016f14df,VEHICLE_ATTRIBUTE,2023-01-02 11:00:06,Sensetime,senseunity,VEHICLE,0593b913-3141-a93a-73b6-0c937a85f749,Tesla,0.9832322,model S,0.9277873,white,0.9125681,ST_CAR,0.90749717,ST_FRONT,0.906549,SKQ6867G,0.9261901,,0,,,/2023/1/2/senseunity/full/535c7a13-8250-4c95-b832-90f7016f14df,/2023/1/2/senseunity/cropped/535c7a13-8250-4c95-b832-90f7016f14df,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
621,3a081e33-44b9-447b-83a9-7540454cc3e9,VEHICLE_ATTRIBUTE,2023-01-02 11:00:09,Sensetime,senseunity,VEHICLE,6b1c9e96-db06-9a6e-ca3d-b7b5d6d7f4b7,Tesla,0.9431199,model S,0.9097322,white,0.98341316,ST_CAR,0.9302754,ST_FRONT,0.92895585,SKQ6867G,0.91608995,,0,,,/2023/1/2/senseunity/full/3a081e33-44b9-447b-83a9-7540454cc3e9,/2023/1/2/senseunity/cropped/3a081e33-44b9-447b-83a9-7540454cc3e9,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
622,d3fc69ef-5080-4305-bfef-c728f955f609,VEHICLE_ATTRIBUTE,2023-01-02 11:00:12,Sensetime,senseunity,VEHICLE,2cd940e3-730f-c6b3-27c5-3e2f1ad9cfd7,Tesla,0.9215974,model S,0.9800117,white,0.9132149,ST_CAR,0.9837846,ST_FRONT,0.9747424,SKQ6867G,0.95571595,,0,,,/2023/1/2/senseunity/full/d3fc69ef-5080-4305-bfef-c728f955f609,/2023/1/2/senseunity/cropped/d3fc69ef-5080-4305-bfef-c728f955f609,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
623,577d50b3-b8c8-4e6d-9b6b-57b95197b140,VEHICLE_ATTRIBUTE,2023-01-02 11:00:15,Sensetime,senseunity,VEHICLE,6a60ee81-b37e-17cd-f4b4-504b02340c1a,Tesla,0.93324876,model S,0.966749,white,0.9485305,ST_CAR,0.912999,ST_FRONT,0.98387,SKQ6867G,0.93169737,,0,,,/2023/1/2/senseunity/full/577d50b3-b8c8-4e6d-9b6b-57b95197b140,/2023/1/2/senseunity/cropped/577d50b3-b8c8-4e6d-9b6b-57b95197b140,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
624,4cdce281-893d-43fb-842e-05b8011c06d9,VEHICLE_ATTRIBUTE,2023-01-03 09:00:00,Sensetime,senseunity,VEHICLE,6a60ee81-b37e-17cd-f4b4-504b02340c1a,Tesla,0.9918548,model S,0.94171935,white,0.95623064,ST_CAR,0.93636256,ST_FRONT,0.9750555,SKQ6867G,0.93485904,,0,,,/2023/1/3/senseunity/full/4cdce281-893d-43fb-842e-05b8011c06d9,/2023/1/3/senseunity/cropped/4cdce281-893d-43fb-842e-05b8011c06d9,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
625,c818cf86-7cb1-471a-9148-ba72954b6ba7,VEHICLE_ATTRIBUTE,2023-01-03 09:00:03,Sensetime,senseunity,VEHICLE,2cd940e3-730f-c6b3-27c5-3e2f1ad9cfd7,Tesla,0.9078966,model S,0.9618701,white,0.96451426,ST_CAR,0.9095241,ST_FRONT,0.9248022,SKQ6867G,0.9219138,,0,,,/2023/1/3/senseunity/full/c818cf86-7cb1-471a-9148-ba72954b6ba7,/2023/1/3/senseunity/cropped/c818cf86-7cb1-471a-9148-ba72954b6ba7,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
626,3df27f28-9f23-45ae-bf07-8471ebceeffa,VEHICLE_ATTRIBUTE,2023-01-03 09:00:06,Sensetime,senseunity,VEHICLE,6b1c9e96-db06-9a6e-ca3d-b7b5d6d7f4b7,Tesla,0.9436237,model S,0.9720466,white,0.90487295,ST_CAR,0.9116557,ST_FRONT,0.99003506,SKQ6867G,0.9706487,,0,,,/2023/1/3/senseunity/full/3df27f28-9f23-45ae-bf07-8471ebceeffa,/2023/1/3/senseunity/cropped/3df27f28-9f23-45ae-bf07-8471ebceeffa,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
627,de258330-2f9d-411c-aa1f-d1fac6dca479,VEHICLE_ATTRIBUTE,2023-01-03 09:00:09,Sensetime,senseunity,VEHICLE,0593b913-3141-a93a-73b6-0c937a85f749,Tesla,0.99795586,model S,0.9476076,white,0.9104262,ST_CAR,0.9305759,ST_FRONT,0.9341743,SKQ6867G,0.94604754,,0,,,/2023/1/3/senseunity/full/de258330-2f9d-411c-aa1f-d1fac6dca479,/2023/1/3/senseunity/cropped/de258330-2f9d-411c-aa1f-d1fac6dca479,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
628,76f26388-afca-43d5-95dd-e0c86d49980e,VEHICLE_ATTRIBUTE,2023-01-03 09:00:12,Sensetime,senseunity,VEHICLE,d28bce6a-3c38-330c-3c6c-51e217bd9392,Tesla,0.95863473,model S,0.9095522,white,0.98890144,ST_CAR,0.98835963,ST_FRONT,0.92221683,SKQ6867G,0.98414,,0,,,/2023/1/3/senseunity/full/76f26388-afca-43d5-95dd-e0c86d49980e,/2023/1/3/senseunity/cropped/76f26388-afca-43d5-95dd-e0c86d49980e,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
629,707d38b2-b1e2-4fdd-b198-bd0a2a8fe6bc,VEHICLE_ATTRIBUTE,2023-01-03 09:00:15,Sensetime,senseunity,VEHICLE,8b697513-7450-e694-47b1-6d12fa86d503,Tesla,0.9959798,model S,0.9519477,white,0.98387593,ST_CAR,0.99535394,ST_FRONT,0.93845123,SKQ6867G,0.93029,,0,,,/2023/1/3/senseunity/full/707d38b2-b1e2-4fdd-b198-bd0a2a8fe6bc,/2023/1/3/senseunity/cropped/707d38b2-b1e2-4fdd-b198-bd0a2a8fe6bc,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
630,7a94349f-f7c8-4333-808a-b34119c70851,VEHICLE_ATTRIBUTE,2023-01-03 11:00:00,Sensetime,senseunity,VEHICLE,8b697513-7450-e694-47b1-6d12fa86d503,Tesla,0.91364163,model S,0.9150045,white,0.945786,ST_CAR,0.9264828,ST_FRONT,0.9850082,SKQ6867G,0.9282034,,0,,,/2023/1/3/senseunity/full/7a94349f-f7c8-4333-808a-b34119c70851,/2023/1/3/senseunity/cropped/7a94349f-f7c8-4333-808a-b34119c70851,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
631,a5eee53d-0ba1-4e5f-8e60-da7ebc547ac7,VEHICLE_ATTRIBUTE,2023-01-03 11:00:03,Sensetime,senseunity,VEHICLE,d28bce6a-3c38-330c-3c6c-51e217bd9392,Tesla,0.9048631,model S,0.9236415,white,0.99882615,ST_CAR,0.90385914,ST_FRONT,0.9597913,SKQ6867G,0.9453065,,0,,,/2023/1/3/senseunity/full/a5eee53d-0ba1-4e5f-8e60-da7ebc547ac7,/2023/1/3/senseunity/cropped/a5eee53d-0ba1-4e5f-8e60-da7ebc547ac7,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
632,7c3d3364-bd51-4887-a825-4adf115775cd,VEHICLE_ATTRIBUTE,2023-01-03 11:00:06,Sensetime,senseunity,VEHICLE,0593b913-3141-a93a-73b6-0c937a85f749,Tesla,0.99730384,model S,0.9460106,white,0.91666603,ST_CAR,0.97225106,ST_FRONT,0.9803445,SKQ6867G,0.92803663,,0,,,/2023/1/3/senseunity/full/7c3d3364-bd51-4887-a825-4adf115775cd,/2023/1/3/senseunity/cropped/7c3d3364-bd51-4887-a825-4adf115775cd,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
633,25c9cbbc-8888-4635-975a-f6db86dd4f3e,VEHICLE_ATTRIBUTE,2023-01-03 11:00:09,Sensetime,senseunity,VEHICLE,6b1c9e96-db06-9a6e-ca3d-b7b5d6d7f4b7,Tesla,0.9773203,model S,0.90287375,white,0.9528455,ST_CAR,0.9277814,ST_FRONT,0.99541765,SKQ6867G,0.96894515,,0,,,/2023/1/3/senseunity/full/25c9cbbc-8888-4635-975a-f6db86dd4f3e,/2023/1/3/senseunity/cropped/25c9cbbc-8888-4635-975a-f6db86dd4f3e,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
634,ea5e1c9c-e7fe-4904-9ccd-c215656990fc,VEHICLE_ATTRIBUTE,2023-01-03 11:00:12,Sensetime,senseunity,VEHICLE,2cd940e3-730f-c6b3-27c5-3e2f1ad9cfd7,Tesla,0.9846909,model S,0.93501204,white,0.99575883,ST_CAR,0.9702271,ST_FRONT,0.95111567,SKQ6867G,0.93758136,,0,,,/2023/1/3/senseunity/full/ea5e1c9c-e7fe-4904-9ccd-c215656990fc,/2023/1/3/senseunity/cropped/ea5e1c9c-e7fe-4904-9ccd-c215656990fc,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
635,f90b5465-0d40-45f0-b5aa-2d8184883f4a,VEHICLE_ATTRIBUTE,2023-01-03 11:00:15,Sensetime,senseunity,VEHICLE,6a60ee81-b37e-17cd-f4b4-504b02340c1a,Tesla,0.9994535,model S,0.92772764,white,0.98127836,ST_CAR,0.97971445,ST_FRONT,0.9662761,SKQ6867G,0.92731994,,0,,,/2023/1/3/senseunity/full/f90b5465-0d40-45f0-b5aa-2d8184883f4a,/2023/1/3/senseunity/cropped/f90b5465-0d40-45f0-b5aa-2d8184883f4a,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
636,e8ff8b18-3005-4463-b692-6520e3ecc62e,VEHICLE_ATTRIBUTE,2023-01-04 09:00:00,Sensetime,senseunity,VEHICLE,6a60ee81-b37e-17cd-f4b4-504b02340c1a,Tesla,0.92024726,model S,0.9560335,white,0.9622119,ST_CAR,0.9140435,ST_FRONT,0.9863856,SKQ6867G,0.90098745,,0,,,/2023/1/4/senseunity/full/e8ff8b18-3005-4463-b692-6520e3ecc62e,/2023/1/4/senseunity/cropped/e8ff8b18-3005-4463-b692-6520e3ecc62e,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
637,774ebbab-ab10-4bc8-b675-e264e731aeb2,VEHICLE_ATTRIBUTE,2023-01-04 09:00:03,Sensetime,senseunity,VEHICLE,2cd940e3-730f-c6b3-27c5-3e2f1ad9cfd7,Tesla,0.94626546,model S,0.96961397,white,0.90813625,ST_CAR,0.94470495,ST_FRONT,0.9225482,SKQ6867G,0.9719856,,0,,,/2023/1/4/senseunity/full/774ebbab-ab10-4bc8-b675-e264e731aeb2,/2023/1/4/senseunity/cropped/774ebbab-ab10-4bc8-b675-e264e731aeb2,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
638,f3aaecff-b6df-4133-a761-0cd44487774c,VEHICLE_ATTRIBUTE,2023-01-04 09:00:06,Sensetime,senseunity,VEHICLE,6b1c9e96-db06-9a6e-ca3d-b7b5d6d7f4b7,Tesla,0.93028325,model S,0.927146,white,0.9344683,ST_CAR,0.90977883,ST_FRONT,0.91152716,SKQ6867G,0.9082781,,0,,,/2023/1/4/senseunity/full/f3aaecff-b6df-4133-a761-0cd44487774c,/2023/1/4/senseunity/cropped/f3aaecff-b6df-4133-a761-0cd44487774c,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
639,e6635595-b9bf-4863-8f29-bb7e4175e14a,VEHICLE_ATTRIBUTE,2023-01-04 09:00:09,Sensetime,senseunity,VEHICLE,0593b913-3141-a93a-73b6-0c937a85f749,Tesla,0.93622464,model S,0.9783952,white,0.963135,ST_CAR,0.9936553,ST_FRONT,0.9362506,SKQ6867G,0.94492745,,0,,,/2023/1/4/senseunity/full/e6635595-b9bf-4863-8f29-bb7e4175e14a,/2023/1/4/senseunity/cropped/e6635595-b9bf-4863-8f29-bb7e4175e14a,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
640,358e2c3d-4d0a-498c-a693-b747e78ed5f6,VEHICLE_ATTRIBUTE,2023-01-04 09:00:12,Sensetime,senseunity,VEHICLE,d28bce6a-3c38-330c-3c6c-51e217bd9392,Tesla,0.9590043,model S,0.9423525,white,0.93895626,ST_CAR,0.98595786,ST_FRONT,0.95718163,SKQ6867G,0.9975205,,0,,,/2023/1/4/senseunity/full/358e2c3d-4d0a-498c-a693-b747e78ed5f6,/2023/1/4/senseunity/cropped/358e2c3d-4d0a-498c-a693-b747e78ed5f6,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
641,646f6b4d-bfe2-4530-aed6-ad8db4789f33,VEHICLE_ATTRIBUTE,2023-01-04 09:00:15,Sensetime,senseunity,VEHICLE,8b697513-7450-e694-47b1-6d12fa86d503,Tesla,0.9718206,model S,0.9752125,white,0.9991177,ST_CAR,0.9151872,ST_FRONT,0.9069208,SKQ6867G,0.9931732,,0,,,/2023/1/4/senseunity/full/646f6b4d-bfe2-4530-aed6-ad8db4789f33,/2023/1/4/senseunity/cropped/646f6b4d-bfe2-4530-aed6-ad8db4789f33,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
642,fbd5f511-4e17-4f3b-85fa-fc29338e01ad,VEHICLE_ATTRIBUTE,2023-01-04 11:00:00,Sensetime,senseunity,VEHICLE,8b697513-7450-e694-47b1-6d12fa86d503,Tesla,0.92360103,model S,0.97655815,white,0.9437939,ST_CAR,0.9212085,ST_FRONT,0.97903776,SKQ6867G,0.96543497,,0,,,/2023/1/4/senseunity/full/fbd5f511-4e17-4f3b-85fa-fc29338e01ad,/2023/1/4/senseunity/cropped/fbd5f511-4e17-4f3b-85fa-fc29338e01ad,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
643,e1e437c5-2c20-4072-ae64-3229aefd2725,VEHICLE_ATTRIBUTE,2023-01-04 11:00:03,Sensetime,senseunity,VEHICLE,d28bce6a-3c38-330c-3c6c-51e217bd9392,Tesla,0.986455,model S,0.969344,white,0.96873367,ST_CAR,0.9718288,ST_FRONT,0.99284285,SKQ6867G,0.9778266,,0,,,/2023/1/4/senseunity/full/e1e437c5-2c20-4072-ae64-3229aefd2725,/2023/1/4/senseunity/cropped/e1e437c5-2c20-4072-ae64-3229aefd2725,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
644,7c9b34df-9533-4cd5-9775-a58ec2831d99,VEHICLE_ATTRIBUTE,2023-01-04 11:00:06,Sensetime,senseunity,VEHICLE,0593b913-3141-a93a-73b6-0c937a85f749,Tesla,0.9036417,model S,0.9911861,white,0.9707518,ST_CAR,0.95806634,ST_FRONT,0.90221417,SKQ6867G,0.9455874,,0,,,/2023/1/4/senseunity/full/7c9b34df-9533-4cd5-9775-a58ec2831d99,/2023/1/4/senseunity/cropped/7c9b34df-9533-4cd5-9775-a58ec2831d99,886,276,1093,739,703ff09e-4fbd-45fb-9596-752f56d7cc55
