id,event_id,event_type,event_dt,va_engine_id,va_type,device_id,full_image_url,cropped_image_url,bbox_x1,bbox_y1,bbox_x2,bbox_y2,vap_object_id
11,02767809-6bbc-42b3-9ca5-6db9840918e8,FACE_ATTRIBUTE,2023-01-02 09:00:00,1,FR,6a60ee81-b37e-17cd-f4b4-504b02340c1a,/2023/1/2/1/full/02767809-6bbc-42b3-9ca5-6db9840918e8,/2023/1/2/1/cropped/02767809-6bbc-42b3-9ca5-6db9840918e8,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
12,e642bbf3-fcad-4470-9ad3-d543a93d8bda,FACE_ATTRIBUTE,2023-01-02 09:00:22,1,FR,b7dbfb7b-b9ed-25d8-514c-609102714be7,/2023/1/2/1/full/e642bbf3-fcad-4470-9ad3-d543a93d8bda,/2023/1/2/1/cropped/e642bbf3-fcad-4470-9ad3-d543a93d8bda,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
13,2590fd28-a840-41f2-ba8a-d0b01fc6e7ec,FACE_ATTRIBUTE,2023-01-02 09:00:44,1,FR,377bd605-a84d-b693-2507-b25bd76d5c81,/2023/1/2/1/full/2590fd28-a840-41f2-ba8a-d0b01fc6e7ec,/2023/1/2/1/cropped/2590fd28-a840-41f2-ba8a-d0b01fc6e7ec,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
14,969f4f59-8fae-4ff0-af6b-bffb6eba3996,FACE_ATTRIBUTE,2023-01-02 09:01:06,1,FR,9c8b3807-8bfb-1b74-9074-d68996d12b38,/2023/1/2/1/full/969f4f59-8fae-4ff0-af6b-bffb6eba3996,/2023/1/2/1/cropped/969f4f59-8fae-4ff0-af6b-bffb6eba3996,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
15,814c2be0-e788-4db2-a54b-4a3966f1d602,FACE_ATTRIBUTE,2023-01-02 09:01:28,1,FR,ccd09d46-690f-df54-aa94-66f2caa1372a,/2023/1/2/1/full/814c2be0-e788-4db2-a54b-4a3966f1d602,/2023/1/2/1/cropped/814c2be0-e788-4db2-a54b-4a3966f1d602,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
16,5c2cd7c9-5c66-4024-9ac0-e9c8d76d5dcf,FACE_ATTRIBUTE,2023-01-02 11:00:00,1,FR,ccd09d46-690f-df54-aa94-66f2caa1372a,/2023/1/2/1/full/5c2cd7c9-5c66-4024-9ac0-e9c8d76d5dcf,/2023/1/2/1/cropped/5c2cd7c9-5c66-4024-9ac0-e9c8d76d5dcf,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
17,9272a284-aeca-4363-af2c-624df7944059,FACE_ATTRIBUTE,2023-01-02 11:00:22,1,FR,9c8b3807-8bfb-1b74-9074-d68996d12b38,/2023/1/2/1/full/9272a284-aeca-4363-af2c-624df7944059,/2023/1/2/1/cropped/9272a284-aeca-4363-af2c-624df7944059,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
18,1ba53080-63fc-49e5-8101-723716d29292,FACE_ATTRIBUTE,2023-01-02 11:00:44,1,FR,377bd605-a84d-b693-2507-b25bd76d5c81,/2023/1/2/1/full/1ba53080-63fc-49e5-8101-723716d29292,/2023/1/2/1/cropped/1ba53080-63fc-49e5-8101-723716d29292,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
19,b0d07738-4c47-4d1d-b2be-b88b161fa6c7,FACE_ATTRIBUTE,2023-01-02 11:01:06,1,FR,b7dbfb7b-b9ed-25d8-514c-609102714be7,/2023/1/2/1/full/b0d07738-4c47-4d1d-b2be-b88b161fa6c7,/2023/1/2/1/cropped/b0d07738-4c47-4d1d-b2be-b88b161fa6c7,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
20,37197899-3598-4ea7-a145-153f1878f0e5,FACE_ATTRIBUTE,2023-01-02 11:01:28,1,FR,6a60ee81-b37e-17cd-f4b4-504b02340c1a,/2023/1/2/1/full/37197899-3598-4ea7-a145-153f1878f0e5,/2023/1/2/1/cropped/37197899-3598-4ea7-a145-153f1878f0e5,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
21,bb6a00bb-bc6c-4ccd-b697-ccd51e2bcf2c,FACE_ATTRIBUTE,2023-01-03 09:00:00,1,FR,6a60ee81-b37e-17cd-f4b4-504b02340c1a,/2023/1/3/1/full/bb6a00bb-bc6c-4ccd-b697-ccd51e2bcf2c,/2023/1/3/1/cropped/bb6a00bb-bc6c-4ccd-b697-ccd51e2bcf2c,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
22,fd0f14f5-9f6e-465f-b149-c8c004e19c77,FACE_ATTRIBUTE,2023-01-03 09:00:22,1,FR,b7dbfb7b-b9ed-25d8-514c-609102714be7,/2023/1/3/1/full/fd0f14f5-9f6e-465f-b149-c8c004e19c77,/2023/1/3/1/cropped/fd0f14f5-9f6e-465f-b149-c8c004e19c77,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
23,c1635aad-db29-4ef6-b56a-e5066237cce5,FACE_ATTRIBUTE,2023-01-03 09:00:44,1,FR,377bd605-a84d-b693-2507-b25bd76d5c81,/2023/1/3/1/full/c1635aad-db29-4ef6-b56a-e5066237cce5,/2023/1/3/1/cropped/c1635aad-db29-4ef6-b56a-e5066237cce5,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
24,50abe0e6-968f-43f8-a7cc-fa4887d3efcf,FACE_ATTRIBUTE,2023-01-03 09:01:06,1,FR,9c8b3807-8bfb-1b74-9074-d68996d12b38,/2023/1/3/1/full/50abe0e6-968f-43f8-a7cc-fa4887d3efcf,/2023/1/3/1/cropped/50abe0e6-968f-43f8-a7cc-fa4887d3efcf,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
25,6cd2f100-9411-44fe-a230-5fef9fdc336f,FACE_ATTRIBUTE,2023-01-03 09:01:28,1,FR,ccd09d46-690f-df54-aa94-66f2caa1372a,/2023/1/3/1/full/6cd2f100-9411-44fe-a230-5fef9fdc336f,/2023/1/3/1/cropped/6cd2f100-9411-44fe-a230-5fef9fdc336f,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
26,1868c235-da79-4076-a184-5b9f35026322,FACE_ATTRIBUTE,2023-01-03 11:00:00,1,FR,ccd09d46-690f-df54-aa94-66f2caa1372a,/2023/1/3/1/full/1868c235-da79-4076-a184-5b9f35026322,/2023/1/3/1/cropped/1868c235-da79-4076-a184-5b9f35026322,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
27,9f51431a-09b0-4efa-ae23-2781be197244,FACE_ATTRIBUTE,2023-01-03 11:00:22,1,FR,9c8b3807-8bfb-1b74-9074-d68996d12b38,/2023/1/3/1/full/9f51431a-09b0-4efa-ae23-2781be197244,/2023/1/3/1/cropped/9f51431a-09b0-4efa-ae23-2781be197244,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
28,0674daa2-f12f-4526-b7a8-167ea27a1c89,FACE_ATTRIBUTE,2023-01-03 11:00:44,1,FR,377bd605-a84d-b693-2507-b25bd76d5c81,/2023/1/3/1/full/0674daa2-f12f-4526-b7a8-167ea27a1c89,/2023/1/3/1/cropped/0674daa2-f12f-4526-b7a8-167ea27a1c89,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
29,ae79629a-1b5c-4d7e-b772-5626c68d72eb,FACE_ATTRIBUTE,2023-01-03 11:01:06,1,FR,b7dbfb7b-b9ed-25d8-514c-609102714be7,/2023/1/3/1/full/ae79629a-1b5c-4d7e-b772-5626c68d72eb,/2023/1/3/1/cropped/ae79629a-1b5c-4d7e-b772-5626c68d72eb,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
30,eaee2b26-2f96-4f57-987e-c02d4c60a207,FACE_ATTRIBUTE,2023-01-03 11:01:28,1,FR,6a60ee81-b37e-17cd-f4b4-504b02340c1a,/2023/1/3/1/full/eaee2b26-2f96-4f57-987e-c02d4c60a207,/2023/1/3/1/cropped/eaee2b26-2f96-4f57-987e-c02d4c60a207,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
31,98712b2e-f791-4bd9-8754-2806f9f8869d,FACE_ATTRIBUTE,2023-01-04 09:00:00,1,FR,6a60ee81-b37e-17cd-f4b4-504b02340c1a,/2023/1/4/1/full/98712b2e-f791-4bd9-8754-2806f9f8869d,/2023/1/4/1/cropped/98712b2e-f791-4bd9-8754-2806f9f8869d,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
32,17e965c1-4c83-412f-b47a-ca2ba95c085c,FACE_ATTRIBUTE,2023-01-04 09:00:22,1,FR,b7dbfb7b-b9ed-25d8-514c-609102714be7,/2023/1/4/1/full/17e965c1-4c83-412f-b47a-ca2ba95c085c,/2023/1/4/1/cropped/17e965c1-4c83-412f-b47a-ca2ba95c085c,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
33,60bbd7c7-b160-4406-92e4-98eed42a2f59,FACE_ATTRIBUTE,2023-01-04 09:00:44,1,FR,377bd605-a84d-b693-2507-b25bd76d5c81,/2023/1/4/1/full/60bbd7c7-b160-4406-92e4-98eed42a2f59,/2023/1/4/1/cropped/60bbd7c7-b160-4406-92e4-98eed42a2f59,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
34,8c892e6d-7b98-448b-b0fd-262baade99cf,FACE_ATTRIBUTE,2023-01-04 09:01:06,1,FR,9c8b3807-8bfb-1b74-9074-d68996d12b38,/2023/1/4/1/full/8c892e6d-7b98-448b-b0fd-262baade99cf,/2023/1/4/1/cropped/8c892e6d-7b98-448b-b0fd-262baade99cf,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
35,3d0b433f-eb61-459d-81de-0be30c5b3849,FACE_ATTRIBUTE,2023-01-04 09:01:28,1,FR,ccd09d46-690f-df54-aa94-66f2caa1372a,/2023/1/4/1/full/3d0b433f-eb61-459d-81de-0be30c5b3849,/2023/1/4/1/cropped/3d0b433f-eb61-459d-81de-0be30c5b3849,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
36,b8ca44d3-0c48-429e-9a52-c64d264fdc0e,FACE_ATTRIBUTE,2023-01-04 11:00:00,1,FR,ccd09d46-690f-df54-aa94-66f2caa1372a,/2023/1/4/1/full/b8ca44d3-0c48-429e-9a52-c64d264fdc0e,/2023/1/4/1/cropped/b8ca44d3-0c48-429e-9a52-c64d264fdc0e,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
37,53890eb1-8c7c-4bb5-8422-c3a13f18818a,FACE_ATTRIBUTE,2023-01-04 11:00:22,1,FR,9c8b3807-8bfb-1b74-9074-d68996d12b38,/2023/1/4/1/full/53890eb1-8c7c-4bb5-8422-c3a13f18818a,/2023/1/4/1/cropped/53890eb1-8c7c-4bb5-8422-c3a13f18818a,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
38,b4e2791c-0841-4ca9-805a-53b86dc06789,FACE_ATTRIBUTE,2023-01-04 11:00:44,1,FR,377bd605-a84d-b693-2507-b25bd76d5c81,/2023/1/4/1/full/b4e2791c-0841-4ca9-805a-53b86dc06789,/2023/1/4/1/cropped/b4e2791c-0841-4ca9-805a-53b86dc06789,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
39,4f4b6768-dc4f-42de-a968-898dc7f85d57,FACE_ATTRIBUTE,2023-01-04 11:01:06,1,FR,b7dbfb7b-b9ed-25d8-514c-609102714be7,/2023/1/4/1/full/4f4b6768-dc4f-42de-a968-898dc7f85d57,/2023/1/4/1/cropped/4f4b6768-dc4f-42de-a968-898dc7f85d57,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
40,c65b9899-3e8e-47e2-9a13-5064682743ec,FACE_ATTRIBUTE,2023-01-04 11:01:28,1,FR,6a60ee81-b37e-17cd-f4b4-504b02340c1a,/2023/1/4/1/full/c65b9899-3e8e-47e2-9a13-5064682743ec,/2023/1/4/1/cropped/c65b9899-3e8e-47e2-9a13-5064682743ec,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
41,89b45fb5-8c89-4777-91a0-f2968c212127,FACE_ATTRIBUTE,2023-01-05 09:00:00,1,FR,6a60ee81-b37e-17cd-f4b4-504b02340c1a,/2023/1/5/1/full/89b45fb5-8c89-4777-91a0-f2968c212127,/2023/1/5/1/cropped/89b45fb5-8c89-4777-91a0-f2968c212127,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
42,4df38ea7-46df-461c-b92f-040c3d1fa997,FACE_ATTRIBUTE,2023-01-05 09:00:22,1,FR,b7dbfb7b-b9ed-25d8-514c-609102714be7,/2023/1/5/1/full/4df38ea7-46df-461c-b92f-040c3d1fa997,/2023/1/5/1/cropped/4df38ea7-46df-461c-b92f-040c3d1fa997,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
43,70d3fe23-7f5d-42b3-892e-18620f542974,FACE_ATTRIBUTE,2023-01-05 09:00:44,1,FR,377bd605-a84d-b693-2507-b25bd76d5c81,/2023/1/5/1/full/70d3fe23-7f5d-42b3-892e-18620f542974,/2023/1/5/1/cropped/70d3fe23-7f5d-42b3-892e-18620f542974,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
44,e9d0e7a1-dc91-4209-9311-f8b6e0030c63,FACE_ATTRIBUTE,2023-01-05 09:01:06,1,FR,9c8b3807-8bfb-1b74-9074-d68996d12b38,/2023/1/5/1/full/e9d0e7a1-dc91-4209-9311-f8b6e0030c63,/2023/1/5/1/cropped/e9d0e7a1-dc91-4209-9311-f8b6e0030c63,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
45,1af7f7a1-48f6-4c0b-83c9-8e0567071dbf,FACE_ATTRIBUTE,2023-01-05 09:01:28,1,FR,ccd09d46-690f-df54-aa94-66f2caa1372a,/2023/1/5/1/full/1af7f7a1-48f6-4c0b-83c9-8e0567071dbf,/2023/1/5/1/cropped/1af7f7a1-48f6-4c0b-83c9-8e0567071dbf,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
46,58ff0086-8247-44d8-9f72-f44c3b079a94,FACE_ATTRIBUTE,2023-01-05 11:00:00,1,FR,ccd09d46-690f-df54-aa94-66f2caa1372a,/2023/1/5/1/full/58ff0086-8247-44d8-9f72-f44c3b079a94,/2023/1/5/1/cropped/58ff0086-8247-44d8-9f72-f44c3b079a94,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
47,5d7653a0-f605-429c-b538-1690a4a7b80f,FACE_ATTRIBUTE,2023-01-05 11:00:22,1,FR,9c8b3807-8bfb-1b74-9074-d68996d12b38,/2023/1/5/1/full/5d7653a0-f605-429c-b538-1690a4a7b80f,/2023/1/5/1/cropped/5d7653a0-f605-429c-b538-1690a4a7b80f,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
48,df9a98ae-565f-4731-bd80-3bb94f444a21,FACE_ATTRIBUTE,2023-01-05 11:00:44,1,FR,377bd605-a84d-b693-2507-b25bd76d5c81,/2023/1/5/1/full/df9a98ae-565f-4731-bd80-3bb94f444a21,/2023/1/5/1/cropped/df9a98ae-565f-4731-bd80-3bb94f444a21,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
49,bbd25200-dafd-40f1-b07e-3e7504f5540f,FACE_ATTRIBUTE,2023-01-05 11:01:06,1,FR,b7dbfb7b-b9ed-25d8-514c-609102714be7,/2023/1/5/1/full/bbd25200-dafd-40f1-b07e-3e7504f5540f,/2023/1/5/1/cropped/bbd25200-dafd-40f1-b07e-3e7504f5540f,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
50,0dd766ea-1f0d-4211-a42e-a75ca6969066,FACE_ATTRIBUTE,2023-01-05 11:01:28,1,FR,6a60ee81-b37e-17cd-f4b4-504b02340c1a,/2023/1/5/1/full/0dd766ea-1f0d-4211-a42e-a75ca6969066,/2023/1/5/1/cropped/0dd766ea-1f0d-4211-a42e-a75ca6969066,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
51,a2448bee-0943-4140-af2f-ddf18f719f7c,FACE_ATTRIBUTE,2023-01-06 09:00:00,1,FR,6a60ee81-b37e-17cd-f4b4-504b02340c1a,/2023/1/6/1/full/a2448bee-0943-4140-af2f-ddf18f719f7c,/2023/1/6/1/cropped/a2448bee-0943-4140-af2f-ddf18f719f7c,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
52,2f572afe-f6fc-44fb-836b-0a79ccf05f2b,FACE_ATTRIBUTE,2023-01-06 09:00:22,1,FR,b7dbfb7b-b9ed-25d8-514c-609102714be7,/2023/1/6/1/full/2f572afe-f6fc-44fb-836b-0a79ccf05f2b,/2023/1/6/1/cropped/2f572afe-f6fc-44fb-836b-0a79ccf05f2b,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
53,bd5b2003-febc-4e19-a08e-9c4f1881a950,FACE_ATTRIBUTE,2023-01-06 09:00:44,1,FR,377bd605-a84d-b693-2507-b25bd76d5c81,/2023/1/6/1/full/bd5b2003-febc-4e19-a08e-9c4f1881a950,/2023/1/6/1/cropped/bd5b2003-febc-4e19-a08e-9c4f1881a950,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
54,afbb7704-0b98-408e-a3ed-b947dd12cf32,FACE_ATTRIBUTE,2023-01-06 09:01:06,1,FR,9c8b3807-8bfb-1b74-9074-d68996d12b38,/2023/1/6/1/full/afbb7704-0b98-408e-a3ed-b947dd12cf32,/2023/1/6/1/cropped/afbb7704-0b98-408e-a3ed-b947dd12cf32,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
55,41fba16c-adca-4afc-8f12-6f033202652d,FACE_ATTRIBUTE,2023-01-06 09:01:28,1,FR,ccd09d46-690f-df54-aa94-66f2caa1372a,/2023/1/6/1/full/41fba16c-adca-4afc-8f12-6f033202652d,/2023/1/6/1/cropped/41fba16c-adca-4afc-8f12-6f033202652d,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
56,27e8e45f-fec9-4c04-8529-a7c5ea369594,FACE_ATTRIBUTE,2023-01-06 11:00:00,1,FR,ccd09d46-690f-df54-aa94-66f2caa1372a,/2023/1/6/1/full/27e8e45f-fec9-4c04-8529-a7c5ea369594,/2023/1/6/1/cropped/27e8e45f-fec9-4c04-8529-a7c5ea369594,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
57,50116464-e022-42a6-9c4f-677bf477d60c,FACE_ATTRIBUTE,2023-01-06 11:00:22,1,FR,9c8b3807-8bfb-1b74-9074-d68996d12b38,/2023/1/6/1/full/50116464-e022-42a6-9c4f-677bf477d60c,/2023/1/6/1/cropped/50116464-e022-42a6-9c4f-677bf477d60c,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
58,5e309f2f-280c-4bb0-a2fa-f39c9908a58e,FACE_ATTRIBUTE,2023-01-06 11:00:44,1,FR,377bd605-a84d-b693-2507-b25bd76d5c81,/2023/1/6/1/full/5e309f2f-280c-4bb0-a2fa-f39c9908a58e,/2023/1/6/1/cropped/5e309f2f-280c-4bb0-a2fa-f39c9908a58e,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
59,e1ccd807-a11a-4ada-b76f-a1ad154b9faf,FACE_ATTRIBUTE,2023-01-06 11:01:06,1,FR,b7dbfb7b-b9ed-25d8-514c-609102714be7,/2023/1/6/1/full/e1ccd807-a11a-4ada-b76f-a1ad154b9faf,/2023/1/6/1/cropped/e1ccd807-a11a-4ada-b76f-a1ad154b9faf,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
60,44e33651-5df4-48d3-88c2-045b095bcda7,FACE_ATTRIBUTE,2023-01-06 11:01:28,1,FR,6a60ee81-b37e-17cd-f4b4-504b02340c1a,/2023/1/6/1/full/44e33651-5df4-48d3-88c2-045b095bcda7,/2023/1/6/1/cropped/44e33651-5df4-48d3-88c2-045b095bcda7,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
61,6917b7e9-2e24-45f9-96ed-e6936e3c95e8,FACE_ATTRIBUTE,2023-01-07 09:00:00,1,FR,6a60ee81-b37e-17cd-f4b4-504b02340c1a,/2023/1/7/1/full/6917b7e9-2e24-45f9-96ed-e6936e3c95e8,/2023/1/7/1/cropped/6917b7e9-2e24-45f9-96ed-e6936e3c95e8,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
62,ede82966-0ba0-4d6c-beb9-4f3f17b8367e,FACE_ATTRIBUTE,2023-01-07 09:00:22,1,FR,b7dbfb7b-b9ed-25d8-514c-609102714be7,/2023/1/7/1/full/ede82966-0ba0-4d6c-beb9-4f3f17b8367e,/2023/1/7/1/cropped/ede82966-0ba0-4d6c-beb9-4f3f17b8367e,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
63,4d16aa1a-338e-4645-b05e-a95f8da127cc,FACE_ATTRIBUTE,2023-01-07 09:00:44,1,FR,377bd605-a84d-b693-2507-b25bd76d5c81,/2023/1/7/1/full/4d16aa1a-338e-4645-b05e-a95f8da127cc,/2023/1/7/1/cropped/4d16aa1a-338e-4645-b05e-a95f8da127cc,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
64,de2071e5-b8c9-40ab-a0d4-0c3d1a9c98d0,FACE_ATTRIBUTE,2023-01-07 09:01:06,1,FR,9c8b3807-8bfb-1b74-9074-d68996d12b38,/2023/1/7/1/full/de2071e5-b8c9-40ab-a0d4-0c3d1a9c98d0,/2023/1/7/1/cropped/de2071e5-b8c9-40ab-a0d4-0c3d1a9c98d0,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
65,545e9789-2e2f-4ff5-a63d-8f4d11fe237b,FACE_ATTRIBUTE,2023-01-07 09:01:28,1,FR,ccd09d46-690f-df54-aa94-66f2caa1372a,/2023/1/7/1/full/545e9789-2e2f-4ff5-a63d-8f4d11fe237b,/2023/1/7/1/cropped/545e9789-2e2f-4ff5-a63d-8f4d11fe237b,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
66,c9bcf056-86db-4706-9452-b9b1ad3475b5,FACE_ATTRIBUTE,2023-01-07 11:00:00,1,FR,ccd09d46-690f-df54-aa94-66f2caa1372a,/2023/1/7/1/full/c9bcf056-86db-4706-9452-b9b1ad3475b5,/2023/1/7/1/cropped/c9bcf056-86db-4706-9452-b9b1ad3475b5,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
67,478d3536-085d-4fb6-8c6b-50267854afb9,FACE_ATTRIBUTE,2023-01-07 11:00:22,1,FR,9c8b3807-8bfb-1b74-9074-d68996d12b38,/2023/1/7/1/full/478d3536-085d-4fb6-8c6b-50267854afb9,/2023/1/7/1/cropped/478d3536-085d-4fb6-8c6b-50267854afb9,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
68,fa55d2a2-8fd4-4888-ab2f-c1360b2e7271,FACE_ATTRIBUTE,2023-01-07 11:00:44,1,FR,377bd605-a84d-b693-2507-b25bd76d5c81,/2023/1/7/1/full/fa55d2a2-8fd4-4888-ab2f-c1360b2e7271,/2023/1/7/1/cropped/fa55d2a2-8fd4-4888-ab2f-c1360b2e7271,886,276,1093,739,ea957901-b160-43be-9850-7af8b0c1e90f
