id,event_id,event_type,event_dt,va_provider_id,va_engine_id,va_type,device_id,gender,gender_cfd,ethnicity,ethnicity_cfd,lower_age_range,lower_age_range_cfd,upper_age_range,upper_age_range_cfd,age_class,age_class_cfd,height,height_cfd,headwear_type,headwear_type_cfd,hair_style,hair_style_cfd,hair_colour,hair_colour_cfd,hair_length,hair_length_cfd,eyewear_type,eyewear_type_cfd,eyewear_colour,eyewear_colour_cfd,mask_type,mask_type_cfd,mask_colour,mask_colour_cfd,facial_hair_type,facial_hair_type_cfd,facial_hair_colour,facial_hair_colour_cfd,facial_hair_length,facial_hair_length_cfd,skin_colour,skin_colour_cfd,topwear_type,topwear_type_cfd,topwear_pattern,topwear_pattern_cfd,topwear_colour,topwear_colour_cfd,sleeve_colour,sleeve_colour_cfd,sleeve_length,sleeve_length_cfd,outerwear_type,outerwear_type_cfd,outerwear_pattern,outerwear_pattern_cfd,outerwear_colour,outerwear_colour_cfd,outerwear_length,outerwear_length_cfd,necktie_type,necktie_type_cfd,necktie_pattern,necktie_pattern_cfd,necktie_colour,necktie_colour_cfd,bottomwear_type,bottomwear_type_cfd,bottomwear_pattern,bottomwear_pattern_cfd,bottomwear_colour,bottomwear_colour_cfd,bottomwear_length,bottomwear_length_cfd,footwear_type,footwear_type_cfd,footwear_pattern,footwear_pattern_cfd,footwear_colour,footwear_colour_cfd,bag_type,bag_type_cfd,bag_colour,bag_colour_cfd,uniform,uniform_cfd,full_image_url,cropped_image_url,bbox_x1,bbox_y1,bbox_x2,bbox_y2,vap_object_id
10,c929f547-521f-4244-ad53-c4bf02382626,PERSON_ATTRIBUTE,2023-01-02 09:00:00,1,1,PAOD,6a60ee81-b37e-17cd-f4b4-504b02340c1a,MALE,0.99426085,chinese,0.94879735,18,0.9653255,40,0.97845143,ST_ADULT,0.94177747,0,0,,0,,0,BLACK,0.98920393,ST_SHORT,0.9791914,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.91262877,ST_JOINT,0.9328294,WHITE,0.936122,,0,SHORT_SLEEVE,0.90510446,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.96525884,ST_PURE,0.98269725,GRAY,0.95279634,,0,WALKING_SHOES,0.99662626,,0,YELLOW,0.91881615,BACKPACK,0.95284534,BLACK,0.9176703,,0,/2023/1/2/1/full/c929f547-521f-4244-ad53-c4bf02382626,/2023/1/2/1/cropped/c929f547-521f-4244-ad53-c4bf02382626,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
11,6910bae7-c602-499f-b157-fbd66c0add08,PERSON_ATTRIBUTE,2023-01-02 09:00:22,1,1,PAOD,b7dbfb7b-b9ed-25d8-514c-609102714be7,MALE,0.9017632,chinese,0.95426273,18,0.94652593,40,0.95717007,ST_ADULT,0.9229705,0,0,,0,,0,BLACK,0.9994881,ST_SHORT,0.960509,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.9106749,ST_JOINT,0.9679231,WHITE,0.9558671,,0,SHORT_SLEEVE,0.9609164,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.92412025,ST_PURE,0.9292774,GRAY,0.9840786,,0,WALKING_SHOES,0.939536,,0,YELLOW,0.9722338,BACKPACK,0.92054707,BLACK,0.9905688,,0,/2023/1/2/1/full/6910bae7-c602-499f-b157-fbd66c0add08,/2023/1/2/1/cropped/6910bae7-c602-499f-b157-fbd66c0add08,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
12,ce959cf0-c7f0-4be0-9922-84484a26166a,PERSON_ATTRIBUTE,2023-01-02 09:00:44,1,1,PAOD,377bd605-a84d-b693-2507-b25bd76d5c81,MALE,0.91042215,chinese,0.95970166,18,0.9859277,40,0.9796452,ST_ADULT,0.90649027,0,0,,0,,0,BLACK,0.9796375,ST_SHORT,0.9904859,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.92298365,ST_JOINT,0.92657524,WHITE,0.92121357,,0,SHORT_SLEEVE,0.9629301,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.9744394,ST_PURE,0.97764814,GRAY,0.92088777,,0,WALKING_SHOES,0.92019606,,0,YELLOW,0.94544077,BACKPACK,0.99631065,BLACK,0.966989,,0,/2023/1/2/1/full/ce959cf0-c7f0-4be0-9922-84484a26166a,/2023/1/2/1/cropped/ce959cf0-c7f0-4be0-9922-84484a26166a,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
13,e123da25-a0f4-4ade-8785-c8e77d7cf170,PERSON_ATTRIBUTE,2023-01-02 09:01:06,1,1,PAOD,9c8b3807-8bfb-1b74-9074-d68996d12b38,MALE,0.94445395,chinese,0.97649103,18,0.92013365,40,0.9283054,ST_ADULT,0.9373059,0,0,,0,,0,BLACK,0.94902396,ST_SHORT,0.96253693,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.99541825,ST_JOINT,0.9232726,WHITE,0.9650143,,0,SHORT_SLEEVE,0.964029,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.9721941,ST_PURE,0.9128331,GRAY,0.9393542,,0,WALKING_SHOES,0.96946573,,0,YELLOW,0.9117806,BACKPACK,0.9035701,BLACK,0.92655367,,0,/2023/1/2/1/full/e123da25-a0f4-4ade-8785-c8e77d7cf170,/2023/1/2/1/cropped/e123da25-a0f4-4ade-8785-c8e77d7cf170,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
14,8f9dea48-b163-41a6-840f-407d6a1c4d95,PERSON_ATTRIBUTE,2023-01-02 09:01:28,1,1,PAOD,ccd09d46-690f-df54-aa94-66f2caa1372a,MALE,0.9430916,chinese,0.93239975,18,0.95742345,40,0.96048796,ST_ADULT,0.9689745,0,0,,0,,0,BLACK,0.915679,ST_SHORT,0.93313813,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.9187874,ST_JOINT,0.91663,WHITE,0.9771032,,0,SHORT_SLEEVE,0.90771824,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.9195313,ST_PURE,0.970599,GRAY,0.9795548,,0,WALKING_SHOES,0.9328101,,0,YELLOW,0.9530789,BACKPACK,0.91716546,BLACK,0.99191326,,0,/2023/1/2/1/full/8f9dea48-b163-41a6-840f-407d6a1c4d95,/2023/1/2/1/cropped/8f9dea48-b163-41a6-840f-407d6a1c4d95,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
15,92b1c8ce-999d-4845-87cf-f03e693504bb,PERSON_ATTRIBUTE,2023-01-02 11:00:00,1,1,PAOD,ccd09d46-690f-df54-aa94-66f2caa1372a,MALE,0.9986914,chinese,0.9402939,18,0.99986863,40,0.9487882,ST_ADULT,0.9786813,0,0,,0,,0,BLACK,0.99402165,ST_SHORT,0.99086595,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.95082605,ST_JOINT,0.9275905,WHITE,0.93554705,,0,SHORT_SLEEVE,0.9434308,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.95170754,ST_PURE,0.92073566,GRAY,0.9826432,,0,WALKING_SHOES,0.9806766,,0,YELLOW,0.9912464,BACKPACK,0.92753243,BLACK,0.9533172,,0,/2023/1/2/1/full/92b1c8ce-999d-4845-87cf-f03e693504bb,/2023/1/2/1/cropped/92b1c8ce-999d-4845-87cf-f03e693504bb,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
16,a15b64f9-a330-4657-98af-88cfe7fccc4a,PERSON_ATTRIBUTE,2023-01-02 11:00:22,1,1,PAOD,9c8b3807-8bfb-1b74-9074-d68996d12b38,MALE,0.9268085,chinese,0.9467656,18,0.9379274,40,0.93851876,ST_ADULT,0.97563815,0,0,,0,,0,BLACK,0.93160397,ST_SHORT,0.98551166,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.980873,ST_JOINT,0.9549864,WHITE,0.9788323,,0,SHORT_SLEEVE,0.94374424,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.928687,ST_PURE,0.9422305,GRAY,0.9015212,,0,WALKING_SHOES,0.92679226,,0,YELLOW,0.9752313,BACKPACK,0.9063914,BLACK,0.9557944,,0,/2023/1/2/1/full/a15b64f9-a330-4657-98af-88cfe7fccc4a,/2023/1/2/1/cropped/a15b64f9-a330-4657-98af-88cfe7fccc4a,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
17,ba8fe274-af8e-4270-bdf5-97cf8e77bd58,PERSON_ATTRIBUTE,2023-01-02 11:00:44,1,1,PAOD,377bd605-a84d-b693-2507-b25bd76d5c81,MALE,0.9179142,chinese,0.9536138,18,0.9364621,40,0.974058,ST_ADULT,0.9176231,0,0,,0,,0,BLACK,0.9517419,ST_SHORT,0.90971136,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.93190736,ST_JOINT,0.93911976,WHITE,0.9915068,,0,SHORT_SLEEVE,0.9903537,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.941193,ST_PURE,0.94167435,GRAY,0.9598647,,0,WALKING_SHOES,0.9946298,,0,YELLOW,0.990182,BACKPACK,0.92763877,BLACK,0.9171468,,0,/2023/1/2/1/full/ba8fe274-af8e-4270-bdf5-97cf8e77bd58,/2023/1/2/1/cropped/ba8fe274-af8e-4270-bdf5-97cf8e77bd58,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
18,c7d325b8-913e-4f3f-9a1b-d1bb377489bf,PERSON_ATTRIBUTE,2023-01-02 11:01:06,1,1,PAOD,b7dbfb7b-b9ed-25d8-514c-609102714be7,MALE,0.96831226,chinese,0.98955023,18,0.97644824,40,0.9324125,ST_ADULT,0.91367906,0,0,,0,,0,BLACK,0.9942107,ST_SHORT,0.90175784,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.9130724,ST_JOINT,0.9669175,WHITE,0.9440209,,0,SHORT_SLEEVE,0.9250175,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.9098078,ST_PURE,0.96434,GRAY,0.99701184,,0,WALKING_SHOES,0.9812529,,0,YELLOW,0.93980384,BACKPACK,0.96279466,BLACK,0.949022,,0,/2023/1/2/1/full/c7d325b8-913e-4f3f-9a1b-d1bb377489bf,/2023/1/2/1/cropped/c7d325b8-913e-4f3f-9a1b-d1bb377489bf,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
19,29606ad5-dc02-494d-8377-877c729962b6,PERSON_ATTRIBUTE,2023-01-02 11:01:28,1,1,PAOD,6a60ee81-b37e-17cd-f4b4-504b02340c1a,MALE,0.91561854,chinese,0.96911013,18,0.9585048,40,0.9256866,ST_ADULT,0.9536906,0,0,,0,,0,BLACK,0.93058115,ST_SHORT,0.9159354,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.99431556,ST_JOINT,0.95447415,WHITE,0.9088216,,0,SHORT_SLEEVE,0.94764745,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.9713996,ST_PURE,0.95430744,GRAY,0.93328017,,0,WALKING_SHOES,0.98902696,,0,YELLOW,0.99670583,BACKPACK,0.92053854,BLACK,0.92469037,,0,/2023/1/2/1/full/29606ad5-dc02-494d-8377-877c729962b6,/2023/1/2/1/cropped/29606ad5-dc02-494d-8377-877c729962b6,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
20,35b09116-e4e3-4f4f-a649-0f9eb696dfb6,PERSON_ATTRIBUTE,2023-01-03 09:00:00,1,1,PAOD,6a60ee81-b37e-17cd-f4b4-504b02340c1a,MALE,0.9829657,chinese,0.90094393,18,0.9960356,40,0.9766812,ST_ADULT,0.9361492,0,0,,0,,0,BLACK,0.94485366,ST_SHORT,0.9794996,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.99273616,ST_JOINT,0.9153032,WHITE,0.9305747,,0,SHORT_SLEEVE,0.97335815,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.9213394,ST_PURE,0.9441087,GRAY,0.93131787,,0,WALKING_SHOES,0.97826666,,0,YELLOW,0.9612401,BACKPACK,0.97415066,BLACK,0.96939206,,0,/2023/1/3/1/full/35b09116-e4e3-4f4f-a649-0f9eb696dfb6,/2023/1/3/1/cropped/35b09116-e4e3-4f4f-a649-0f9eb696dfb6,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
21,bf9c7a6d-0643-4fd6-9438-ca021340a120,PERSON_ATTRIBUTE,2023-01-03 09:00:22,1,1,PAOD,b7dbfb7b-b9ed-25d8-514c-609102714be7,MALE,0.92111224,chinese,0.98546463,18,0.91212934,40,0.9137462,ST_ADULT,0.936766,0,0,,0,,0,BLACK,0.929356,ST_SHORT,0.94576395,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.9826659,ST_JOINT,0.95590293,WHITE,0.92951775,,0,SHORT_SLEEVE,0.9390633,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.96609503,ST_PURE,0.98541975,GRAY,0.9252881,,0,WALKING_SHOES,0.9664319,,0,YELLOW,0.9992897,BACKPACK,0.92221886,BLACK,0.9778972,,0,/2023/1/3/1/full/bf9c7a6d-0643-4fd6-9438-ca021340a120,/2023/1/3/1/cropped/bf9c7a6d-0643-4fd6-9438-ca021340a120,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
22,6eb9fd1e-4d8f-4e26-b16c-bc63220ec811,PERSON_ATTRIBUTE,2023-01-03 09:00:44,1,1,PAOD,377bd605-a84d-b693-2507-b25bd76d5c81,MALE,0.99735117,chinese,0.95423555,18,0.92373306,40,0.92490566,ST_ADULT,0.972386,0,0,,0,,0,BLACK,0.9588896,ST_SHORT,0.9286922,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.99454224,ST_JOINT,0.9097277,WHITE,0.94167364,,0,SHORT_SLEEVE,0.9780323,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.9231717,ST_PURE,0.93511015,GRAY,0.9813557,,0,WALKING_SHOES,0.9288366,,0,YELLOW,0.9657562,BACKPACK,0.9462348,BLACK,0.95828587,,0,/2023/1/3/1/full/6eb9fd1e-4d8f-4e26-b16c-bc63220ec811,/2023/1/3/1/cropped/6eb9fd1e-4d8f-4e26-b16c-bc63220ec811,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
23,ed604bd9-5970-4a7a-9073-2bfa1cb81c48,PERSON_ATTRIBUTE,2023-01-03 09:01:06,1,1,PAOD,9c8b3807-8bfb-1b74-9074-d68996d12b38,MALE,0.9740245,chinese,0.9941367,18,0.95607966,40,0.97720814,ST_ADULT,0.9434241,0,0,,0,,0,BLACK,0.9735055,ST_SHORT,0.948871,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.98386526,ST_JOINT,0.96599823,WHITE,0.9761535,,0,SHORT_SLEEVE,0.9922124,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.95781976,ST_PURE,0.98365647,GRAY,0.991277,,0,WALKING_SHOES,0.9014503,,0,YELLOW,0.9161697,BACKPACK,0.9619635,BLACK,0.9534765,,0,/2023/1/3/1/full/ed604bd9-5970-4a7a-9073-2bfa1cb81c48,/2023/1/3/1/cropped/ed604bd9-5970-4a7a-9073-2bfa1cb81c48,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
24,e22fd11e-7c42-49d2-8366-44e9f18fcc2b,PERSON_ATTRIBUTE,2023-01-03 09:01:28,1,1,PAOD,ccd09d46-690f-df54-aa94-66f2caa1372a,MALE,0.9933999,chinese,0.9353451,18,0.9684279,40,0.95627666,ST_ADULT,0.9663665,0,0,,0,,0,BLACK,0.978006,ST_SHORT,0.9005168,,0,,0,,0,,0,,0,,0,,0,,0,T_SHIRT,0.9797014,ST_JOINT,0.917638,WHITE,0.9486461,,0,SHORT_SLEEVE,0.9173554,,0,,0,,0,,0,,0,,0,,0,TROUSERS,0.9008162,ST_PURE,0.947142,GRAY,0.97182333,,0,WALKING_SHOES,0.91617465,,0,YELLOW,0.9442797,BACKPACK,0.9292841,BLACK,0.9496856,,0,/2023/1/3/1/full/e22fd11e-7c42-49d2-8366-44e9f18fcc2b,/2023/1/3/1/cropped/e22fd11e-7c42-49d2-8366-44e9f18fcc2b,886,276,1093,739,b3075962-36cb-4d40-bba5-f22bffff4ef1
